CBSA_ID,CBSA NAME,CBSA,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
881,"Canton-Massillon, OH",15940,Level Level 4,Low,undefined,13,2023-24
308,"Cape Coral-Fort Myers, FL",15980,Level Level 6,Moderate,undefined,13,2023-24
275,"Cape Girardeau, MO-IL",16020,Level Level 2,Minimal,undefined,13,2023-24
95,"Carbondale-Marion, IL",16060,Level Level 3,Minimal,undefined,13,2023-24
743,"Carlsbad-Artesia, NM",16100,Level Level 4,Low,undefined,13,2023-24
728,"Carson City, NV",16180,Level Level 4,Low,undefined,13,2023-24
733,"Casper, WY",16220,Level Level 2,Minimal,undefined,13,2023-24
447,"Cedar City, UT",16260,Level Level 1,Minimal,undefined,13,2023-24
713,"Cedar Rapids, IA",16300,Level Level 3,Minimal,undefined,13,2023-24
463,"Cedartown, GA",16340,Level Level 1,Minimal,undefined,13,2023-24
614,"Celina, OH",16380,Level Level 3,Minimal,undefined,13,2023-24
788,"Centralia, IL",16460,Level Level 2,Minimal,undefined,13,2023-24
46,"Centralia, WA",16500,Level Level 3,Minimal,undefined,13,2023-24
345,"Chambersburg-Waynesboro, PA",16540,Level Level 3,Minimal,undefined,13,2023-24
374,"Champaign-Urbana, IL",16580,Level Level 1,Minimal,undefined,13,2023-24
56,"Charleston, WV",16620,Level Level 3,Minimal,undefined,13,2023-24
233,"Charleston-North Charleston, SC",16700,Level Level 4,Low,undefined,13,2023-24
45,"Charlotte-Concord-Gastonia, NC-SC",16740,Level Level 4,Low,undefined,13,2023-24
785,"Charlottesville, VA",16820,Level Level 3,Minimal,undefined,13,2023-24
21,"Chattanooga, TN-GA",16860,Level Level 3,Minimal,undefined,13,2023-24
22,"Chicago-Naperville-Elgin, IL-IN-WI",16980,Level Level 4,Low,undefined,13,2023-24
426,"Cincinnati, OH-KY-IN",17140,Level Level 7,Moderate,undefined,13,2023-24
220,"Claremont-Lebanon, NH-VT",17200,Level Level 2,Minimal,undefined,13,2023-24
408,"Clarksburg, WV",17220,Level Level 2,Minimal,undefined,13,2023-24
847,"Clarksdale, MS",17260,Level Level 5,Low,undefined,13,2023-24
111,"Clarksville, TN-KY",17300,Level Level 6,Moderate,undefined,13,2023-24
926,"Cleveland, TN",17420,Level Level 3,Minimal,undefined,13,2023-24
20,"Cleveland-Elyria, OH",17460,Level Level 7,Moderate,undefined,13,2023-24
610,"Clewiston, FL",17500,Level Level 1,Minimal,undefined,13,2023-24
182,"Clinton, IA",17540,Level Level 2,Minimal,undefined,13,2023-24
753,"Clovis, NM",17580,Level Level 5,Low,undefined,13,2023-24
864,"Coeur d'Alene, ID",17660,Level Level 1,Minimal,undefined,13,2023-24
591,"Coffeyville, KS",17700,Level Level 1,Minimal,undefined,13,2023-24
800,"Coldwater, MI",17740,Level Level 5,Low,undefined,13,2023-24
25,"College Station-Bryan, TX",17780,Level Level 2,Minimal,undefined,13,2023-24
855,"Colorado Springs, CO",17820,Level Level 3,Minimal,undefined,13,2023-24
151,"Columbia, MO",17860,Level Level 4,Low,undefined,13,2023-24
213,"Columbia, SC",17900,Level Level 3,Minimal,undefined,13,2023-24
183,"Columbus, GA-AL",17980,Level Level 3,Minimal,undefined,13,2023-24
689,"Columbus, IN",18020,Level Level 1,Minimal,undefined,13,2023-24
528,"Columbus, NE",18100,Level Level 1,Minimal,undefined,13,2023-24
243,"Columbus, OH",18140,Level Level 2,Minimal,undefined,13,2023-24
540,"Concord, NH",18180,Level Level 1,Minimal,undefined,13,2023-24
362,"Connersville, IN",18220,Level Level 1,Minimal,undefined,13,2023-24
229,"Cookeville, TN",18260,Level Level 1,Minimal,undefined,13,2023-24
483,"Coos Bay, OR",18300,Level Level 2,Minimal,undefined,13,2023-24
840,"Cordele, GA",18380,Level Level 1,Minimal,undefined,13,2023-24
240,"Cornelia, GA",18460,Level Level 2,Minimal,undefined,13,2023-24
644,"Corning, NY",18500,Level Level 5,Low,undefined,13,2023-24
746,"Cortland, NY",18660,Level Level 2,Minimal,undefined,13,2023-24
226,"Corvallis, OR",18700,Level Level 2,Minimal,undefined,13,2023-24
669,"Crawfordsville, IN",18820,Level Level 2,Minimal,undefined,13,2023-24
23,"Crestview-Fort Walton Beach-Destin, FL",18880,Level Level 2,Minimal,undefined,13,2023-24
321,"Crossville, TN",18900,Level Level 1,Minimal,undefined,13,2023-24
300,"Cullman, AL",18980,Level Level 2,Minimal,undefined,13,2023-24
120,"Cullowhee, NC",19000,Level Level 3,Minimal,undefined,13,2023-24
203,"Cumberland, MD-WV",19060,Level Level 1,Minimal,undefined,13,2023-24
211,"Dallas-Fort Worth-Arlington, TX",19100,Level Level 3,Minimal,undefined,13,2023-24
885,"Dalton, GA",19140,Level Level 1,Minimal,undefined,13,2023-24
835,"Danville, IL",19180,Level Level 1,Minimal,undefined,13,2023-24
544,"Danville, KY",19220,Level Level 2,Minimal,undefined,13,2023-24
285,"Danville, VA",19260,Level Level 3,Minimal,undefined,13,2023-24
284,"Daphne-Fairhope-Foley, AL",19300,Level Level 3,Minimal,undefined,13,2023-24
217,"Davenport-Moline-Rock Island, IA-IL",19340,Level Level 2,Minimal,undefined,13,2023-24
517,"Dayton, OH",19380,Level Level 10,High,undefined,13,2023-24
139,"Decatur, AL",19460,Level Level 3,Minimal,undefined,13,2023-24
877,"Decatur, IL",19500,Level Level 6,Moderate,undefined,13,2023-24
580,"Decatur, IN",19540,Level Level 3,Minimal,undefined,13,2023-24
567,"Defiance, OH",19580,Level Level 3,Minimal,undefined,13,2023-24
41,"Deltona-Daytona Beach-Ormond Beach, FL",19660,Level Level 1,Minimal,undefined,13,2023-24
335,"Deming, NM",19700,Level Level 2,Minimal,undefined,13,2023-24
472,"Denver-Aurora-Lakewood, CO",19740,Level Level 3,Minimal,undefined,13,2023-24
397,"DeRidder, LA",19760,Level Level 1,Minimal,undefined,13,2023-24
641,"Des Moines-West Des Moines, IA",19780,Level Level 2,Minimal,undefined,13,2023-24
663,"Detroit-Warren-Dearborn, MI",19820,Level Level 11,Very High,undefined,13,2023-24
705,"Dickinson, ND",19860,Level Level 2,Minimal,undefined,13,2023-24
415,"Dothan, AL",20020,Level Level 1,Minimal,undefined,13,2023-24
865,"Douglas, GA",20060,Level Level 5,Low,undefined,13,2023-24
604,"Dover, DE",20100,Level Level 1,Minimal,undefined,13,2023-24
410,"Dublin, GA",20140,Level Level 1,Minimal,undefined,13,2023-24
371,"DuBois, PA",20180,Level Level 2,Minimal,undefined,13,2023-24
327,"Duluth, MN-WI",20260,Level Level 1,Minimal,undefined,13,2023-24
376,"Dunn, NC",20380,Level Level 4,Low,undefined,13,2023-24
428,"Durango, CO",20420,Level Level 1,Minimal,undefined,13,2023-24
399,"Durham-Chapel Hill, NC",20500,Level Level 4,Low,undefined,13,2023-24
6,"Dyersburg, TN",20540,Level Level 1,Minimal,undefined,13,2023-24
117,"Easton, MD",20660,Level Level 3,Minimal,undefined,13,2023-24
515,"Eau Claire, WI",20740,Level Level 3,Minimal,undefined,13,2023-24
674,"Effingham, IL",20820,Level Level 1,Minimal,undefined,13,2023-24
391,"El Centro, CA",20940,Level Level 1,Minimal,undefined,13,2023-24
69,"Elizabeth City, NC",21020,Level Level 3,Minimal,undefined,13,2023-24
341,"Elizabethtown-Fort Knox, KY",21060,Level Level 4,Low,undefined,13,2023-24
859,"Elkhart-Goshen, IN",21140,Level Level 7,Moderate,undefined,13,2023-24
297,"Elko, NV",21220,Level Level 1,Minimal,undefined,13,2023-24
806,"Elmira, NY",21300,Level Level 1,Minimal,undefined,13,2023-24
114,"El Paso, TX",21340,Level Level 1,Minimal,undefined,13,2023-24
630,"Emporia, KS",21380,Level Level 1,Minimal,undefined,13,2023-24
600,"Enid, OK",21420,Level Level 4,Low,undefined,13,2023-24
622,"Enterprise, AL",21460,Level Level 3,Minimal,undefined,13,2023-24
413,"Erie, PA",21500,Level Level 3,Minimal,undefined,13,2023-24
5,"Escanaba, MI",21540,Level Level 7,Moderate,undefined,13,2023-24
382,"Espa̱ola, NM",21580,Level Level 1,Minimal,undefined,13,2023-24
320,"Eufaula, AL-GA",21640,Level Level 5,Low,undefined,13,2023-24
279,"Eugene, OR",21660,Level Level 1,Minimal,undefined,13,2023-24
904,"Evansville, IN-KY",21780,Level Level 4,Low,undefined,13,2023-24
849,"Fairmont, MN",21860,Level Level 4,Low,undefined,13,2023-24
810,"Fairmont, WV",21900,Level Level 1,Minimal,undefined,13,2023-24
650,"Fallon, NV",21980,Level Level 1,Minimal,undefined,13,2023-24
697,"Fargo, ND-MN",22020,Level Level 5,Low,undefined,13,2023-24
560,"Faribault-Northfield, MN",22060,Level Level 1,Minimal,undefined,13,2023-24
936,"Farmington, MO",22100,Level Level 3,Minimal,undefined,13,2023-24
319,"Farmington, NM",22140,Level Level 2,Minimal,undefined,13,2023-24
432,"Fayetteville, NC",22180,Level Level 7,Moderate,undefined,13,2023-24
64,"Fayetteville-Springdale-Rogers, AR-MO",22220,Level Level 4,Low,undefined,13,2023-24
896,"Fergus Falls, MN",22260,Level Level 1,Minimal,undefined,13,2023-24
554,"Fernley, NV",22280,Level Level 1,Minimal,undefined,13,2023-24
450,"Findlay, OH",22300,Level Level 1,Minimal,undefined,13,2023-24
572,"Fitzgerald, GA",22340,Level Level 2,Minimal,undefined,13,2023-24
100,"Flagstaff, AZ",22380,Level Level 2,Minimal,undefined,13,2023-24
764,"Flint, MI",22420,Level Level 10,High,undefined,13,2023-24
253,"Florence, SC",22500,Level Level 3,Minimal,undefined,13,2023-24
373,"Florence-Muscle Shoals, AL",22520,Level Level 1,Minimal,undefined,13,2023-24
175,"Forest City, NC",22580,Level Level 4,Low,undefined,13,2023-24
322,"Fort Collins, CO",22660,Level Level 1,Minimal,undefined,13,2023-24
636,"Fort Madison-Keokuk, IA-IL-MO",22800,Level Level 2,Minimal,undefined,13,2023-24
38,"Fort Payne, AL",22840,Level Level 2,Minimal,undefined,13,2023-24
304,"Fort Polk South, LA",22860,Level Level 1,Minimal,undefined,13,2023-24
643,"Fort Smith, AR-OK",22900,Level Level 2,Minimal,undefined,13,2023-24
607,"Fort Wayne, IN",23060,Level Level 7,Moderate,undefined,13,2023-24
278,"Frankfort, IN",23140,Level Level 3,Minimal,undefined,13,2023-24
420,"Frankfort, KY",23180,Level Level 1,Minimal,undefined,13,2023-24
729,"Freeport, IL",23300,Level Level 1,Minimal,undefined,13,2023-24
577,"Fremont, NE",23340,Level Level 4,Low,undefined,13,2023-24
573,"Fremont, OH",23380,Level Level 3,Minimal,undefined,13,2023-24
124,"Fresno, CA",23420,Level Level 5,Low,undefined,13,2023-24
396,"Gadsden, AL",23460,Level Level 1,Minimal,undefined,13,2023-24
471,"Gainesville, FL",23540,Level Level 2,Minimal,undefined,13,2023-24
484,"Gainesville, GA",23580,Level Level 4,Low,undefined,13,2023-24
827,"Galesburg, IL",23660,Level Level 3,Minimal,undefined,13,2023-24
812,"Gardnerville Ranchos, NV",23820,Level Level 4,Low,undefined,13,2023-24
805,"Gettysburg, PA",23900,Level Level 2,Minimal,undefined,13,2023-24
541,"Gillette, WY",23940,Level Level 2,Minimal,undefined,13,2023-24
935,"Glasgow, KY",23980,Level Level 3,Minimal,undefined,13,2023-24
929,"Goldsboro, NC",24140,Level Level 4,Low,undefined,13,2023-24
58,"Grand Forks, ND-MN",24220,Level Level 4,Low,undefined,13,2023-24
732,"Grand Island, NE",24260,Level Level 4,Low,undefined,13,2023-24
395,"Grand Junction, CO",24300,Level Level 2,Minimal,undefined,13,2023-24
436,"Grand Rapids, MN",24330,Level Level 1,Minimal,undefined,13,2023-24
157,"Grand Rapids-Wyoming, MI",24340,Level Level 1,Minimal,undefined,13,2023-24
513,"Grants, NM",24380,Level Level 2,Minimal,undefined,13,2023-24
118,"Grants Pass, OR",24420,Level Level 3,Minimal,undefined,13,2023-24
768,"Greeley, CO",24540,Level Level 1,Minimal,undefined,13,2023-24
267,"Green Bay, WI",24580,Level Level 3,Minimal,undefined,13,2023-24
303,"Greeneville, TN",24620,Level Level 1,Minimal,undefined,13,2023-24
17,"Greenfield Town, MA",24640,Level Level 2,Minimal,undefined,13,2023-24
638,"Greensboro-High Point, NC",24660,Level Level 3,Minimal,undefined,13,2023-24
476,"Greensburg, IN",24700,Level Level 3,Minimal,undefined,13,2023-24
329,"Greenville, NC",24780,Level Level 1,Minimal,undefined,13,2023-24
526,"Greenville, OH",24820,Level Level 4,Low,undefined,13,2023-24
168,"Greenville-Anderson-Mauldin, SC",24860,Level Level 8,High,undefined,13,2023-24
306,"Guayama, PR",25020,Level Level 1,Minimal,undefined,13,2023-24
442,"Gulfport-Biloxi-Pascagoula, MS",25060,Level Level 3,Minimal,undefined,13,2023-24
888,"Guymon, OK",25100,Level Level 1,Minimal,undefined,13,2023-24
138,"Hagerstown-Martinsburg, MD-WV",25180,Level Level 1,Minimal,undefined,13,2023-24
156,"Hailey, ID",25200,Level Level 2,Minimal,undefined,13,2023-24
456,"Hammond, LA",25220,Level Level 5,Low,undefined,13,2023-24
690,"Hanford-Corcoran, CA",25260,Level Level 1,Minimal,undefined,13,2023-24
653,"Harrisburg-Carlisle, PA",25420,Level Level 3,Minimal,undefined,13,2023-24
516,"Harrison, AR",25460,Level Level 2,Minimal,undefined,13,2023-24
281,"Harrisonburg, VA",25500,Level Level 2,Minimal,undefined,13,2023-24
195,"Hartford-West Hartford-East Hartford, CT",25540,Level Level 3,Minimal,undefined,13,2023-24
459,"Hastings, NE",25580,Level Level 3,Minimal,undefined,13,2023-24
868,"Hattiesburg, MS",25620,Level Level 1,Minimal,undefined,13,2023-24
358,"Heber, UT",25720,Level Level 1,Minimal,undefined,13,2023-24
210,"Helena, MT",25740,Level Level 1,Minimal,undefined,13,2023-24
619,"Henderson, NC",25780,Level Level 2,Minimal,undefined,13,2023-24
658,"Hermiston-Pendleton, OR",25840,Level Level 1,Minimal,undefined,13,2023-24
208,"Hickory-Lenoir-Morganton, NC",25860,Level Level 1,Minimal,undefined,13,2023-24
752,"Hillsdale, MI",25880,Level Level 4,Low,undefined,13,2023-24
354,"Hilo, HI",25900,Level Level 1,Minimal,undefined,13,2023-24
170,"Hilton Head Island-Bluffton-Beaufort, SC",25940,Level Level 4,Low,undefined,13,2023-24
65,"Hinesville, GA",25980,Level Level 2,Minimal,undefined,13,2023-24
590,"Hobbs, NM",26020,Level Level 6,Moderate,undefined,13,2023-24
801,"Holland, MI",26090,Level Level 2,Minimal,undefined,13,2023-24
369,"Homosassa Springs, FL",26140,Level Level 1,Minimal,undefined,13,2023-24
546,"Hood River, OR",26220,Level Level 1,Minimal,undefined,13,2023-24
911,"Hot Springs, AR",26300,Level Level 2,Minimal,undefined,13,2023-24
393,"Houghton, MI",26340,Level Level 2,Minimal,undefined,13,2023-24
136,"Houma-Thibodaux, LA",26380,Level Level 4,Low,undefined,13,2023-24
844,"Houston-The Woodlands-Sugar Land, TX",26420,Level Level 7,Moderate,undefined,13,2023-24
832,"Hudson, NY",26460,Level Level 2,Minimal,undefined,13,2023-24
368,"Huntington, IN",26540,Level Level 3,Minimal,undefined,13,2023-24
44,"Huntington-Ashland, WV-KY-OH",26580,Level Level 2,Minimal,undefined,13,2023-24
81,"Huntsville, AL",26620,Level Level 3,Minimal,undefined,13,2023-24
439,"Huntsville, TX",26660,Level Level 1,Minimal,undefined,13,2023-24
620,"Hutchinson, KS",26740,Level Level 1,Minimal,undefined,13,2023-24
40,"Idaho Falls, ID",26820,Level Level 1,Minimal,undefined,13,2023-24
890,"Indianapolis-Carmel-Anderson, IN",26900,Level Level 4,Low,undefined,13,2023-24
909,"Indianola, MS",26940,Level Level 4,Low,undefined,13,2023-24
564,"Ionia, MI",26960,Level Level 1,Minimal,undefined,13,2023-24
782,"Iowa City, IA",26980,Level Level 1,Minimal,undefined,13,2023-24
179,"Iron Mountain, MI-WI",27020,Level Level 2,Minimal,undefined,13,2023-24
703,"Jackson, MI",27100,Level Level 8,High,undefined,13,2023-24
437,"Jackson, MS",27140,Level Level 8,High,undefined,13,2023-24
862,"Jackson, OH",27160,Level Level 1,Minimal,undefined,13,2023-24
257,"Jackson, TN",27180,Level Level 1,Minimal,undefined,13,2023-24
155,"Jackson, WY-ID",27220,Level Level 1,Minimal,undefined,13,2023-24
238,"Jacksonville, FL",27260,Level Level 4,Low,undefined,13,2023-24
892,"Jacksonville, IL",27300,Level Level 1,Minimal,undefined,13,2023-24
336,"Jacksonville, NC",27340,Level Level 3,Minimal,undefined,13,2023-24
822,"Jamestown, ND",27420,Level Level 4,Low,undefined,13,2023-24
390,"Jamestown-Dunkirk-Fredonia, NY",27460,Level Level 4,Low,undefined,13,2023-24
529,"Janesville-Beloit, WI",27500,Level Level 1,Minimal,undefined,13,2023-24
62,"Jasper, IN",27540,Level Level 1,Minimal,undefined,13,2023-24
264,"Johnson City, TN",27740,Level Level 2,Minimal,undefined,13,2023-24
720,"Jonesboro, AR",27860,Level Level 6,Moderate,undefined,13,2023-24
473,"Joplin, MO",27900,Level Level 3,Minimal,undefined,13,2023-24
333,"Kahului-Wailuku-Lahaina, HI",27980,Level Level 1,Minimal,undefined,13,2023-24
867,"Kalamazoo-Portage, MI",28020,Level Level 8,High,undefined,13,2023-24
918,"Kalispell, MT",28060,Level Level 1,Minimal,undefined,13,2023-24
68,"Kansas City, MO-KS",28140,Level Level 4,Low,undefined,13,2023-24
132,"Kapaa, HI",28180,Level Level 1,Minimal,undefined,13,2023-24
816,"Kearney, NE",28260,Level Level 5,Low,undefined,13,2023-24
507,"Keene, NH",28300,Level Level 3,Minimal,undefined,13,2023-24
804,"Kendallville, IN",28340,Level Level 2,Minimal,undefined,13,2023-24
325,"Kennewick-Richland, WA",28420,Level Level 1,Minimal,undefined,13,2023-24
749,"Key West, FL",28580,Level Level 2,Minimal,undefined,13,2023-24
771,"Kill Devil Hills, NC",28620,Level Level 2,Minimal,undefined,13,2023-24
372,"Killeen-Temple, TX",28660,Level Level 1,Minimal,undefined,13,2023-24
247,"Kingsport-Bristol-Bristol, TN-VA",28700,Level Level 3,Minimal,undefined,13,2023-24
207,"Kingston, NY",28740,Level Level 3,Minimal,undefined,13,2023-24
760,"Kinston, NC",28820,Level Level 3,Minimal,undefined,13,2023-24
206,"Klamath Falls, OR",28900,Level Level 2,Minimal,undefined,13,2023-24
199,"Knoxville, TN",28940,Level Level 4,Low,undefined,13,2023-24
348,"Kokomo, IN",29020,Level Level 6,Moderate,undefined,13,2023-24
202,"La Crosse-Onalaska, WI-MN",29100,Level Level 3,Minimal,undefined,13,2023-24
501,"Lafayette, LA",29180,Level Level 3,Minimal,undefined,13,2023-24
367,"Lafayette-West Lafayette, IN",29200,Level Level 2,Minimal,undefined,13,2023-24
818,"La Grande, OR",29260,Level Level 2,Minimal,undefined,13,2023-24
734,"LaGrange, GA",29300,Level Level 4,Low,undefined,13,2023-24
455,"Lake Charles, LA",29340,Level Level 1,Minimal,undefined,13,2023-24
381,"Lake City, FL",29380,Level Level 3,Minimal,undefined,13,2023-24
134,"Lake Havasu City-Kingman, AZ",29420,Level Level 1,Minimal,undefined,13,2023-24
330,"Lakeland-Winter Haven, FL",29460,Level Level 3,Minimal,undefined,13,2023-24
12,"Lancaster, PA",29540,Level Level 4,Low,undefined,13,2023-24
679,"Lansing-East Lansing, MI",29620,Level Level 10,High,undefined,13,2023-24
931,"Laramie, WY",29660,Level Level 1,Minimal,undefined,13,2023-24
11,"Laredo, TX",29700,Level Level 1,Minimal,undefined,13,2023-24
725,"Las Cruces, NM",29740,Level Level 3,Minimal,undefined,13,2023-24
845,"Las Vegas, NM",29780,Level Level 3,Minimal,undefined,13,2023-24
920,"Las Vegas-Henderson-Paradise, NV",29820,Level Level 1,Minimal,undefined,13,2023-24
453,"Laurel, MS",29860,Level Level 1,Minimal,undefined,13,2023-24
375,"Laurinburg, NC",29900,Level Level 3,Minimal,undefined,13,2023-24
510,"Lawrence, KS",29940,Level Level 5,Low,undefined,13,2023-24
701,"Lawrenceburg, TN",29980,Level Level 1,Minimal,undefined,13,2023-24
708,"Lawton, OK",30020,Level Level 1,Minimal,undefined,13,2023-24
719,"Lebanon, MO",30060,Level Level 1,Minimal,undefined,13,2023-24
908,"Lebanon, PA",30140,Level Level 6,Moderate,undefined,13,2023-24
160,"Lewiston, ID-WA",30300,Level Level 1,Minimal,undefined,13,2023-24
608,"Lewiston-Auburn, ME",30340,Level Level 3,Minimal,undefined,13,2023-24
747,"Lexington, NE",30420,Level Level 1,Minimal,undefined,13,2023-24
656,"Lexington-Fayette, KY",30460,Level Level 1,Minimal,undefined,13,2023-24
452,"Lima, OH",30620,Level Level 5,Low,undefined,13,2023-24
592,"Lincoln, IL",30660,Level Level 1,Minimal,undefined,13,2023-24
634,"Lincoln, NE",30700,Level Level 8,High,undefined,13,2023-24
48,"Little Rock-North Little Rock-Conway, AR",30780,Level Level 6,Moderate,undefined,13,2023-24
657,"Logan, UT-ID",30860,Level Level 1,Minimal,undefined,13,2023-24
287,"Logan, WV",30880,Level Level 1,Minimal,undefined,13,2023-24
692,"Logansport, IN",30900,Level Level 2,Minimal,undefined,13,2023-24
305,"London, KY",30940,Level Level 5,Low,undefined,13,2023-24
241,"Longview, TX",30980,Level Level 2,Minimal,undefined,13,2023-24
140,"Longview, WA",31020,Level Level 1,Minimal,undefined,13,2023-24
741,"Los Alamos, NM",31060,Level Level 3,Minimal,undefined,13,2023-24
223,"Los Angeles-Long Beach-Anaheim, CA",31080,Level Level 5,Low,undefined,13,2023-24
914,"Louisville/Jefferson County, KY-IN",31140,Level Level 6,Moderate,undefined,13,2023-24
736,"Ludington, MI",31220,Level Level 3,Minimal,undefined,13,2023-24
633,"Lumberton, NC",31300,Level Level 1,Minimal,undefined,13,2023-24
221,"Lynchburg, VA",31340,Level Level 1,Minimal,undefined,13,2023-24
550,"Macomb, IL",31380,Level Level 1,Minimal,undefined,13,2023-24
